,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,P_type
2564,Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,Ubisoft Montreal,M,Console
2565,Deca Sports 2,Wii,2009.0,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,49.0,7.0,,,CAProduction,E,Console
2566,Killzone: Mercenary,PSV,2013.0,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M,Handheld System
2567,Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E,Handheld System
2568,Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T,Console
2569,Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,Virtuos,T,Handheld System
2570,Super Robot Taisen α,PS,2000.0,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8,,,,,,,Console
2571,Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,EA Seattle,E,Console
2572,PES 2009: Pro Evolution Soccer,PSP,,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8,,,,,,,Handheld System
2573,Hasbro Family Game Night 3,Wii,2010.0,Misc,Electronic Arts,0.46,0.27,0.0,0.07,0.8,,,,,Electronic Arts,E,Console
2574,Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8,,,,,,,Console
2575,Capcom's Soccer Shootout,SNES,1993.0,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8,,,,,,,Console
2576,Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7,15.0,Ubisoft Paris,E10+,Handheld System
2577,The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,9.0,7.3,10.0,Maxis,T,Handheld System
2578,Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,,,,,,Console
2579,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,Spike,T,Console
2580,Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,BudCat,T,Console
2581,Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,Krome Studios,T,Console
2582,Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,,,,,,,Console
2583,pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,Konami,E,Handheld System
2584,Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,Marvelous,E,Console
2585,All Star Cheer Squad,Wii,2008.0,Sports,THQ,0.43,0.29,0.0,0.08,0.79,,,5.2,10.0,Gorilla Games,E,Console
2586,Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79,,,,,,,Console
2587,DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,Console
2588,Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,Deibus Studios,E,Console
2589,EA Sports Active NFL Training Camp,Wii,2010.0,Sports,Electronic Arts,0.75,0.0,0.0,0.05,0.79,,,,,EA Sports,E,Console
2590,Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,Vigil Games,M,Console
2591,Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,Ghost Games,E10+,Console
2592,[Prototype 2],X360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,Radical Entertainment,M,Console
2593,Mega Man 5,NES,1992.0,Platform,Capcom,0.39,0.07,0.32,0.01,0.79,,,,,,,Console
2594,WCW Mayhem,N64,1999.0,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79,,,,,,,Console
2595,Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70.0,10.0,,,Konami,E10+,Console
2596,Armored Core 2,PS2,2000.0,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,From Software,T,Console
2597,Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79,,,,,,,Handheld System
2598,The Godfather II,X360,2009.0,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,EA Redwood Shores,M,Console
2599,Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M,Console
2600,Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E,Console
2601,The Amazing Spider-Man (Console Version),PS3,2012.0,Action,Activision,0.31,0.35,0.0,0.13,0.79,,,,,,,Console
2602,Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79,,,,,,,Console
2603,Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,Rare Ltd.,M,Console
2604,Band Hero,X360,2009.0,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5,30.0,Neversoft Entertainment,E10+,Console
2605,NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.3,23.0,EA Tiburon,E,Console
2606,FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,EA Canada,E,Console
2607,The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+,Handheld System
2608,Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,"Square Enix, Tri-Ace",T,Console
2609,Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6,34.0,City Interactive,M,Console
2610,Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,Novarama,E10+,Handheld System
2611,Forza Horizon 2,X360,2014.0,Racing,Microsoft Game Studios,0.35,0.37,0.0,0.06,0.78,,,5.1,116.0,"Sumo Digital, Playground Games",E10+,Console
2612,The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.02,0.77,0.0,0.0,0.78,,,,,Trilobyte,T,OS
2613,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,Yuke's,T,Console
2614,Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7,458.0,Silicon Knights,T,Console
2615,Yars' Revenge,2600,1982.0,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,,,,,,,Console
2616,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,EA Tiburon,E,Console
2617,Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,4.0,,,Digital Illusions,E,Handheld System
2618,Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,,,,,,,Console
2619,Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M,Console
2620,Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,,,,,,,Console
2621,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,Console
2622,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,Camelot Software Planning,E10+,Handheld System
2623,Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M,Console
2624,Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,,,,,,,Console
2625,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M,Console
2626,Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.57,0.06,0.0,0.14,0.78,,,3.1,18.0,EA Sports,E,Console
2627,Battle Stations,PS,1997.0,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,,,,,,,Console
2628,Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+,Handheld System
2629,The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,Jupiter Corporation,T,Handheld System
2630,Drawn to Life,DS,2007.0,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E,Handheld System
2631,Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,Firaxis Games,E10+,Console
2632,NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E,Console
2633,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78,,,,,,,Console
2634,Jr. Pac-Man,2600,1983.0,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,,,,,,,Console
2635,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T,Console
2636,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,,,,,,,Console
2637,Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,Console
2638,NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,,,,,,,Console
2639,Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,UBlart Montpellier,E10+,Console
2640,Galaxian,2600,1982.0,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,,,,,,,Console
2641,Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M,Console
2642,Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,iNiS,T,Console
2643,Andretti Racing,PS,1996.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,,,,,,Console
2644,Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,,,,,,,Console
2645,Air Raid,2600,1981.0,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,,,,,,Console
2646,MadWorld,Wii,2009.0,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,PlatinumGames,M,Console
2647,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,EA Games,E,Handheld System
2648,Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,Rare Ltd.,M,Console
2649,Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T,Console
2650,Boxing,2600,1980.0,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,,,,,,,Console
2651,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E,Console
2652,ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.18,0.49,0.0,0.1,0.77,66.0,5.0,,,Ubisoft,E10+,Console
2653,Avatar: The Game,X360,2009.0,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,,,,,,,Console
2654,Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,Slant Six,M,Console
2655,UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,Console
2656,Crystal Castles,2600,1983.0,Action,Atari,0.72,0.04,0.0,0.01,0.77,,,,,,,Console
2657,Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+,Handheld System
2658,Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.77,,,,,Ubisoft,E,Handheld System
2659,Conker's Bad Fur Day,N64,2001.0,Platform,THQ,0.53,0.22,0.0,0.02,0.77,,,,,,,Console
2660,Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,,,,,,Handheld System
2661,Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5,6.0,David A. Palmer Productions,E,Handheld System
2662,Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T,Console
2663,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,,,,,,,Console
2664,Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,Capcom,T,Console
2665,Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E,Handheld System
2666,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E,Console
2667,Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3,29.0,SquareSoft,T,Console
2668,Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E,Handheld System
2669,Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,Spike,T,Console
2670,Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T,Handheld System
2671,Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69.0,6.0,,,Nintendo,E,Handheld System
2672,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0,Sonic Team,E10+,Console
2673,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76,,,9,40.0,Sand Grain Studios,T,Console
2674,Formula 1,PS,1996.0,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,,,,,,,Console
2675,Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76.0,11.0,,,"Tetris Online, Inc",E,Handheld System
2676,Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.35,0.0,0.08,0.76,,,,,,,Console
2677,FIFA 12,Wii,2011.0,Sports,Electronic Arts,0.15,0.5,0.0,0.11,0.76,,,,,,,Console
2678,My Baby Girl,DS,2008.0,Simulation,Nobilis,0.61,0.09,0.0,0.06,0.76,,,,,Dancing Dots,E,Handheld System
2679,Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M,Console
2680,Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,,,,,,,Console
2681,The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,,,Console
2682,MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,,,,,,,Console
2683,Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,,,,,,,Console
2684,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,40.0,KCET,E,Console
2685,Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,Piranha Games,T,Handheld System
2686,Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8,188.0,Nintendo,T,Handheld System
2687,Bayonetta 2,WiiU,2014.0,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,PlatinumGames,M,Console
2688,Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8,41.0,Savage Entertainment,T,Handheld System
2689,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,0.37,0.32,0.0,0.07,0.76,,,,,,,Console
2690,Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,0.59,0.16,0.0,0.01,0.76,,,,,,,Console
2691,Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,,,Console
2692,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,,,,,,,Console
2693,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,,,Handheld System
2694,Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.44,0.25,0.0,0.07,0.76,,,,,,,Console
2695,Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,Sony Bend,M,Console
2696,FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,,,6.6,7.0,EA Sports,E,Console
2697,The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,EA Games,T,Handheld System
2698,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,Midway,M,Console
2699,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E,Handheld System
2700,DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T,Console
2701,Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,0.41,0.27,0.0,0.07,0.76,,,,,,,Console
2702,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,,,,Console
2703,Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,Valve Software,E10+,OS
2704,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M,Console
2705,Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,"LucasArts, Red Fly Studio",T,Console
2706,Legends of Wrestling,PS2,2001.0,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,,,,,,,Console
2707,True Crime: New York City,PS2,2005.0,Action,Activision,0.57,0.02,0.07,0.09,0.76,,,,,,,Console
2708,Lost Planet 2,X360,2010.0,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,,,,,,,Console
2709,Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,,,,,,,Console
2710,Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,Nintendo,0.16,0.29,0.26,0.04,0.76,,,,,,,Handheld System
2711,Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,,,,,,,Handheld System
2712,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,35.0,6,8.0,EA Bright Light,E10+,Console
2713,Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,Asobo Studio,E,Console
2714,Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,Level 5,E10+,Handheld System
2715,Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.69,0.0,0.0,0.06,0.75,,,,,,,Handheld System
2716,Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,10.0,8.9,55.0,Capcom,E,Console
2717,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015.0,Misc,Nintendo,0.03,0.66,0.02,0.04,0.75,,,,,,,Handheld System
2718,Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,Respawn Entertainment,M,Console
2719,Genji: Days of the Blade,PS3,2006.0,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,46.0,5.8,30.0,Game Republic,T,Console
2720,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,10.0,7.3,900.0,"Kojima Productions, Moby Dick Studio",M,Console
2721,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,75.0,7.8,69.0,Rockstar San Diego,E,Console
2722,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6,8.0,Planet Moon Studios,E,Console
2723,PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7,27.0,Creatures Inc.,E,Console
2724,DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T,Console
2725,WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,9.0,6,9.0,Yuke's,T,Handheld System
2726,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,TT Games,E10+,Handheld System
2727,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,Project Soul,T,Console
2728,Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.5,6.0,Edge of Reality,E,Console
2729,San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.0,0.01,0.75,,,,,,,Console
2730,Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78.0,21.0,7.4,49.0,KCEJ,M,Console
2731,Street Fighter EX Plus Alpha,PS,1997.0,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75,,,,,,,Console
2732,Kane & Lynch: Dead Men,PS3,2007.0,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.75,,,,,,,Console
2733,Deer Drive,Wii,2009.0,Sports,Big Ben Interactive,0.66,0.04,0.0,0.05,0.75,,,,,Kouyousha,T,Console
2734,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,386.0,Konami,E,Console
2735,Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.8,12.0,Neversoft Entertainment,T,Console
2736,Madden NFL 06,PSP,2005.0,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,23.0,7.9,16.0,EA Tiburon,E,Handheld System
2737,We Sing,Wii,2009.0,Misc,Nordic Games,0.0,0.67,0.0,0.08,0.75,,,,,,,Console
2738,Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.6,14.0,Ubisoft,E10+,Console
2739,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81.0,22.0,7.9,27.0,Capcom,T,Console
